Timestamp_ms,RelativeTime_s,RPM,Boost_Specified_mbar,Boost_Actual_mbar,N75_Duty_pct,Driver_Wish_IQ_mg,Torque_Limit_IQ_mg,Smoke_Limit_IQ_mg,MAF_Actual_mg
1789371670667,57.229,839,0,1030,0.0,0.0,0.0,0.0,11.19
1789371671407,57.969,824,0,1020,0.0,0.0,0.0,0.0,11.19
1789371672211,58.773,803,0,1030,0.0,0.0,0.0,0.0,10.69
1789371672961,59.523,792,0,1030,0.0,0.0,0.0,0.0,10.69
1789371673687,60.249,880,0,1040,0.0,0.0,0.0,0.0,17.58
1789371674436,60.998,1358,0,1150,0.0,0.0,0.0,0.0,17.58
1789371675171,61.733,1809,0,1420,0.0,0.0,0.0,0.0,28.61
1789371675899,62.461,1218,0,1240,0.0,0.0,0.0,0.0,28.61
1789371676641,63.203,1086,0,1150,0.0,0.0,0.0,0.0,18.02
1789371677418,63.980,1235,0,1210,0.0,0.0,0.0,0.0,18.02
1789371678205,64.767,1500,0,1460,0.0,0.0,0.0,0.0,37.91
1789371678989,65.551,1729,0,1670,0.0,0.0,0.0,0.0,37.91
1789371679751,66.313,1273,0,1130,0.0,0.0,0.0,0.0,15.22
1789371680580,67.142,1017,0,1080,0.0,0.0,0.0,0.0,15.22
1789371681513,68.075,934,0,1050,0.0,0.0,0.0,0.0,12.33
1789371682245,68.807,900,0,1040,0.0,0.0,0.0,0.0,12.33
1789371682980,69.542,904,0,1040,0.0,0.0,0.0,0.0,12.19
1789371683696,70.258,855,0,1040,0.0,0.0,0.0,0.0,12.19
1789371684357,70.919,831,0,1030,0.0,0.0,0.0,0.0,11.41
1789371685046,71.608,834,0,1030,0.0,0.0,0.0,0.0,11.41
1789371685724,72.286,829,0,1030,0.0,0.0,0.0,0.0,11.44
1789371686439,73.001,827,0,1020,0.0,0.0,0.0,0.0,11.44
1789371687178,73.740,828,0,1020,0.0,0.0,0.0,0.0,11.05
1789371687888,74.450,832,0,1020,0.0,0.0,0.0,0.0,11.05
1789371688625,75.187,826,0,1020,0.0,0.0,0.0,0.0,11.11
1789371689323,75.885,832,0,1020,0.0,0.0,0.0,0.0,11.11
1789371690069,76.631,829,0,1020,0.0,0.0,0.0,0.0,11.36
1789371690896,77.458,832,0,1020,0.0,0.0,0.0,0.0,11.36
1789371691659,78.221,828,0,1020,0.0,0.0,0.0,0.0,11.38
1789371692459,79.021,829,0,1020,0.0,0.0,0.0,0.0,11.38
1789371693178,79.740,832,0,1020,0.0,0.0,0.0,0.0,11.27
1789371693903,80.465,835,0,1020,0.0,0.0,0.0,0.0,11.27
1789371694758,81.320,832,0,1020,0.0,0.0,0.0,0.0,11.36
1789371695573,82.135,830,0,1020,0.0,0.0,0.0,0.0,11.36
1789371696440,83.002,832,0,1020,0.0,0.0,0.0,0.0,11.44
1789371697185,83.747,830,0,1020,0.0,0.0,0.0,0.0,11.44
1789371697887,84.449,830,0,1020,0.0,0.0,0.0,0.0,11.02
1789371698649,85.211,832,0,1020,0.0,0.0,0.0,0.0,11.02
1789371699403,85.965,828,0,1020,0.0,0.0,0.0,0.0,11.44
1789371700232,86.794,826,0,1020,0.0,0.0,0.0,0.0,11.44
1789371700996,87.558,831,0,1020,0.0,0.0,0.0,0.0,11.52
1789371701774,88.336,830,0,1020,0.0,0.0,0.0,0.0,11.52
1789371702522,89.084,823,0,1020,0.0,0.0,0.0,0.0,10.97
1789371703256,89.818,808,0,1020,0.0,0.0,0.0,0.0,10.97
1789371703999,90.561,823,0,1030,0.0,0.0,0.0,0.0,11.52
1789371704796,91.358,847,0,1030,0.0,0.0,0.0,0.0,11.52
1789371705589,92.151,807,0,1030,0.0,0.0,0.0,0.0,10.86
1789371706350,92.912,851,0,1030,0.0,0.0,0.0,0.0,10.86
1789371707117,93.679,1049,0,1040,0.0,0.0,0.0,0.0,18.41
1789371707919,94.481,1014,0,1090,0.0,0.0,0.0,0.0,18.41
1789371708793,95.355,1133,0,1110,0.0,0.0,0.0,0.0,17.77
1789371709509,96.071,1261,0,1140,0.0,0.0,0.0,0.0,17.77
1789371710385,96.947,1696,0,1380,0.0,0.0,0.0,0.0,44.88
1789371711107,97.669,2128,0,1600,0.0,0.0,0.0,0.0,44.88
1789371711861,98.423,1432,0,1150,0.0,0.0,0.0,0.0,22.27
1789371712635,99.197,1409,0,1320,0.0,0.0,0.0,0.0,22.27
1789371713406,99.968,1722,0,1720,0.0,0.0,0.0,0.0,55.08
1789371714306,100.868,2009,0,2010,0.0,0.0,0.0,0.0,55.08
1789371715138,101.700,1597,0,1170,0.0,0.0,0.0,0.0,26.80
1789371715953,102.515,1475,0,1450,0.0,0.0,0.0,0.0,26.80
1789371716665,103.227,1627,0,1790,0.0,0.0,0.0,0.0,45.83
1789371717437,103.999,1742,0,1870,0.0,0.0,0.0,0.0,45.83
1789371718212,104.774,1796,0,1590,0.0,0.0,0.0,0.0,38.88
1789371718970,105.532,1823,0,1560,0.0,0.0,0.0,0.0,38.88
1789371719849,106.411,1784,0,1410,0.0,0.0,0.0,0.0,30.75
1789371720625,107.187,1762,0,1260,0.0,0.0,0.0,0.0,30.75
1789371721421,107.983,1694,0,1200,0.0,0.0,0.0,0.0,25.72
1789371722184,108.746,1641,0,1170,0.0,0.0,0.0,0.0,25.72
1789371722885,109.447,1574,0,1150,0.0,0.0,0.0,0.0,23.25
1789371723726,110.288,1515,0,1130,0.0,0.0,0.0,0.0,23.25
1789371724488,111.050,1460,0,1120,0.0,0.0,0.0,0.0,24.19
1789371725329,111.891,1470,0,1230,0.0,0.0,0.0,0.0,24.19
1789371726148,112.710,1500,0,1300,0.0,0.0,0.0,0.0,24.66
1789371726869,113.431,1485,0,1200,0.0,0.0,0.0,0.0,24.66
1789371727568,114.130,985,0,1110,0.0,0.0,0.0,0.0,13.25
1789371728297,114.859,928,0,1070,0.0,0.0,0.0,0.0,13.25
1789371729125,115.687,903,0,1050,0.0,0.0,0.0,0.0,12.30
1789371729865,116.427,898,0,1050,0.0,0.0,0.0,0.0,12.30
1789371730700,117.262,899,0,1050,0.0,0.0,0.0,0.0,12.72
1789371731476,118.038,905,0,1050,0.0,0.0,0.0,0.0,12.72
1789371732215,118.777,901,0,1040,0.0,0.0,0.0,0.0,12.72
1789371732982,119.544,878,0,1050,0.0,0.0,0.0,0.0,12.72
1789371733785,120.347,880,0,1060,0.0,0.0,0.0,0.0,14.91
1789371734595,121.157,1074,0,1080,0.0,0.0,0.0,0.0,14.91
1789371735344,121.906,1310,0,1140,0.0,0.0,0.0,0.0,26.61
1789371736043,122.605,1698,0,1360,0.0,0.0,0.0,0.0,26.61
1789371736761,123.323,2116,0,1690,0.0,0.0,0.0,0.0,50.25
1789371737504,124.066,1708,0,1470,0.0,0.0,0.0,0.0,50.25
1789371738251,124.813,1246,0,1240,0.0,0.0,0.0,0.0,19.97
1789371738943,125.505,1337,0,1260,0.0,0.0,0.0,0.0,19.97
1789371739738,126.300,1472,0,1340,0.0,0.0,0.0,0.0,28.69
1789371740577,127.139,1559,0,1360,0.0,0.0,0.0,0.0,28.69
1789371741279,127.841,1643,0,1390,0.0,0.0,0.0,0.0,32.16
1789371742084,128.646,1669,0,1390,0.0,0.0,0.0,0.0,32.16
1789371742828,129.390,1632,0,1260,0.0,0.0,0.0,0.0,25.41
1789371743576,130.138,1520,0,1180,0.0,0.0,0.0,0.0,25.41
1789371744308,130.870,1418,0,1150,0.0,0.0,0.0,0.0,15.36
1789371745049,131.611,991,0,1100,0.0,0.0,0.0,0.0,15.36
1789371745842,132.404,921,0,1060,0.0,0.0,0.0,0.0,12.55
1789371746573,133.135,909,0,1050,0.0,0.0,0.0,0.0,12.55
